Name,Description,PointCost,PriceFactor,PriceOverride,isEpic,Categories,internType,Slots,Source,GUID
GrimHelmetEnchantment,,+1,,,,,Other,,Owlcat+,80123bea364a1144ab933d515e4f6be0
GrimMantleEnchantment,,+1,,,,,Other,,Owlcat+,3274a4379deb80e4795df2046debf89e
GuardianOfLifeEnchantment,,+1,,,,,Other,,Owlcat+,159a473b73ab345419dab13e3d27d650
GyronnasAmuletEnchant,,+1,,,,,Other,,Owlcat+,5da548d8ebd7f7945a01699796ae9d27
HagsDemiseEnchantment,,+1,1000,,,,Armor,,Owlcat+,a7efe327fc3347e594ff20bbdf199388
HalfElfFemaleLeatherworkerMasterpieceEnchant,,+1,1000,,,,Armor,,Owlcat+,d65afa0a7dcd9f441bdbd86e95115be4
HalfOfPairedPendantEnchantment,,+1,,,,,Other,,Owlcat+,aa41a019c2e12924aaf3a2f3debdcb9f
HalfplateEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat,e47a19217a584dc18c95afe3cd789f92
HalfplateOfHatredEnchantment,,+1,1000,,,,Armor,,Owlcat+,289babc4348df7147953f72ab8b1be87
HalfplateOfVigorEnchantment,,+1,1000,,,,Armor,,Owlcat+,2b5234450dfbd7e4a844820674a20f39
HammerOfMasterpieceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,f0a7d830ec5bfa44ba77996938db980f
HammerOfRuinEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4e9c30cda4bb44d7a9efceee8d570c46
HandFreezerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,57fadcb181a619e4b9e610f53f06442e
HaramakiOfDivineGuidanceEnchantment,,+1,1000,,,,Armor,,Owlcat+,9d4364a82b6c47fca8fc55822f9fe43b
HaramakiOfScholarshipEnchantment,,+1,1000,,,,Armor,,Owlcat+,ff3ccb3bef8c4a5791885dd0b4aac5fc
HarbingerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,897fe14cb7815a74490b8e9b72dc4d3d
HarmPreventersEnchantment,,+1,,,,,Other,,Owlcat+,32ed041455824e37922fd59f5cc61dca
HarrimQ3_RewardHeadEnchantment,,+1,,,,,Other,,Owlcat+,3332043adf5d9b94c81215b91f9ab5a0
HastingExpanseEnchantment,,+1,,,,,Other,,Owlcat+,ea0876f3f67c4170ba99bc429a2bfaa4
HastyEradicatorEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d4c1935c3ee176941879db1604c2a035
HatOfHearteningSongEnchantment,,+1,,,,,Other,,Owlcat+,b2a4026edb36a164984818fce4fdf6bc
HatOfTheOwlEnchantment,,+1,,,,,Other,,Owlcat+,3339c7f18a3e4365b93ad8c94251c1d7
HatTricornFeatheredEnchantment,,+1,,,,,Other,,Owlcat+,a38c3c8bbfc4dc84492fa5a188112dc8
HatWitchBlackEnchantment,,+1,,,,,Other,,Owlcat+,31c66def4dd2b3345b8f135c2c224af3
HatWitchGreenEnchantment,,+1,,,,,Other,,Owlcat+,24963919c35f36e49802183c522d31cd
HatWitchRedEnchantment,,+1,,,,,Other,,Owlcat+,dda1bd75b4343c7498b435a1533082a7
HavocHarbingerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,d78c59cb1ba84bdd8505952a93188f20
HawksEyesEnchantment,,+1,,,,,Other,,Owlcat+,facc85b3008bbc24b9ba41e61b4bae74
HeadbandOfConfidenceEnchantment,,+1,,,,,Other,,Owlcat+,90b7d15789d40354b96891ea1c464dc3
HeadbandOfFrozenShourEnchantment,,+1,,,,,Other,,Owlcat+,1d79ebd0cd259ea4faa8a700fbdb6993
HeadbandOfPerfection8ExtraEnchant,,+1,,,,,Other,,Owlcat+,2c52f27b36d34196930d895de24524a4
HeadbandOfReshapingEnchantment,,+1,,,,,Other,,Owlcat+,88836c655303b9c41b699e0c31360f92
HeadbandOfRigorousTrainingEnchantment,,+1,,,,,Other,,Owlcat+,299f71ea466049d47859699f41c1cc46
HeadbandOfSharpEyeEnchantment,,+1,,,,,Other,,Owlcat+,6d3e666177f80c54891ed2862088de53
HeadbandOfSharpEyeEnchantment2,,+1,,,,,Other,,Owlcat+,b8d69a188a7b641408da271302fa5e89
HeadbandOfSubjugatorEnchantment,,+1,,,,,Other,,Owlcat+,b63c8c303b673864eb14c13740ae2b63
HeadbandOfWiseNegotiatorEnchantment,,+1,,,,,Other,,Owlcat+,e150ea0747ea41fcbeeb5dd183968a95
HeadbuttersHelmEnchantment,,+1,,,,,Other,,Owlcat+,b58b3ea3b9d2b244e8661de97b0162f8
HealerEnchant,,+1,1000,,,,Armor,,Owlcat+,5ac29d0c108dace48a0413be9e1ae76f
HeartbreakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,95216222c9b14f429a957caf874c1e30
HeartOfIce_Enchantment,,+1,,,,,Other,,Owlcat+,937e425713cd461cb60f2b690d23f3e1
HeartOfIcebergEnchantment,,+1,2000,,,,Weapon,,Owlcat+,719881e400d980f4da1bf7361c1903db
HeartOfTheHeraldEnchantment,,+1,,,,,Other,,Owlcat+,cf80d6172d85406a9ba459c496580b3e
HeartPircerSaiInitiative2,,+1,2000,,,,Weapon,,Owlcat+,585092de26d139c41b4f27724b2159f1
Heartseeker,"A heartseeker weapon ignores the miss chance for concealment against most living targets, though the attack must still target the proper space. This special ability does not apply against aberrations, oozes, plants, outsiders with the elemental subtype, or any creature specifically noted to lack a heart.",+1,2000,,,HitChance,Weapon,Weapon,TTRPG,e252b26686ab66241afdf33f2adaead6
HeavenlyVestEnchant,,+1,1000,,,,Armor,,Owlcat+,e24d1189e6c8fb64caaf7b8d4151dad7
HeavyCrossbowOfDegradationEnchantment,,+1,2000,,,,Weapon,,Owlcat+,25571dd82103bd34f82d37c8c9e4f101
HeavyFlailOfWeaknessEnchantment,,+1,2000,,,,Weapon,,Owlcat+,13de9078d1d11a643a8f63a3838923d0
HeavyMaceOfFireEnchantment,,+1,2000,,,,Weapon,,Owlcat+,470ad46fd19ae574e8e5d6e5835dffd7
HeavyPawsEnchantment,,+1,,,,,Other,,Owlcat+,9141d814d99fa354083b1939ff6a3835
HeavyShieldEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat,5fbb3964ceb9492da80806de8205a491
HeavyShieldOfInnateTrustArmorEnchantment,,+1,,,,,Other,,Owlcat+,fe35635b7b6ac2f49a8f39cf718ebb3a
HellfireBracersEnchantment,,+1,,,,,Other,,Owlcat+,b5d61e48dfee4a02a14ea2db7ec616c9
HelmetArmagEnchantment,,+1,,,,,Other,,Owlcat+,fde208da81373b048bb695ae322e73db
HelmetDragonscaleBlackEnchantment,,+1,,,,,Other,,Owlcat+,3beea0a1862614048b879d5bc7ec3ca7
HelmetDragonscaleBlueEnchantment,,+1,,,,,Other,,Owlcat+,7a0dbefdad526dc4f8c9db5c18cb6af6
HelmetDragonscaleRedIEnchantment,,+1,,,,,Other,,Owlcat+,e1642f1fe0acb5f45820faa8c77eda05
HelmetEvilEnchantment,,+1,,,,,Other,,Owlcat+,afd8b96f23548014dab96115373810f5
HelmetEvilTeethEnchantment,,+1,,,,,Other,,Owlcat+,7be29621be275754f898c6c35d2f7824
HelmetFullplateCyclopsGroetusEnchantment,,+1,,,,,Other,,Owlcat+,54f2d3e3eb228614fbd47a555d31fdfb
HelmetFullplateDwarvenEnchantment,,+1,,,,,Other,,Owlcat+,e1175c5d39fecab4f9007be6623372e5
HelmetFullPlateEvilRedEnchantment,,+1,,,,,Other,,Owlcat+,8afa4778595dab34e964ef0ae8ad4255
HelmetFullPlateKnightEnchantment,,+1,,,,,Other,,Owlcat+,6ae76de18c1580b4da5fc5aaa455c44d
HelmetFullplateMithralArcaneEnchantment,,+1,,,,,Other,,Owlcat+,ee6e4212d5edd3e4c8adfb40c4b7b69d
HelmetFullplatePitaxGuardEnchantment,,+1,,,,,Other,,Owlcat+,55449bb1a39dd714bb5ab68012a8e807
HelmetFullplateRichSilverBlueEnchantment,,+1,,,,,Other,,Owlcat+,743c8d741726ddb44b1ceb0c6d676591
HelmetFullplateRoyaEnchantment,,+1,,,,,Other,,Owlcat+,ffd86f7bd995a6f4bab8550c00fe3bb1
HelmetFullplateVilderavnEnchantment,,+1,,,,,Other,,Owlcat+,a9d3de1737d5c7b46878192ff10253b4
HelmetHalfPlateFeyEnchantment,,+1,,,,,Other,,Owlcat+,49aa344c241ed05419ec9d4bc1eb9bc2
HelmetNobleEnchantment,,+1,,,,,Other,,Owlcat+,7af296090755c7b4e9758e22097a3142
HelmetOfBattlefieldClarityEnchant,,+1,,,,,Other,,Owlcat+,0ee6c62a5580af8438bfebca1ec79433
HelmetOfComraderyEnchantmet,,+1,,,,,Other,,Owlcat+,52b4958a099692242953570eebd91dc8
HelmetOfDurableCavalierEnchantment,,+1,,,,,Other,,Owlcat+,32be3b787ae9bd74ab040c5ea0dc5905
HelmetOfElementalGuardEnchantment,,+1,,,,,Other,,Owlcat+,3997edaec16eba6448f61df377bf13c0
HelmetOfTheDuskEnchant,,+1,,,,,Other,,Owlcat+,285686777ea311d4f8ce5b15dd253621
HelmetOfTheGuidingLightEnchantment,,+1,,,,,Other,,Owlcat+,7885883e7a3dac8429858889f6e47033
HelmetOfWeakeningTortureEnchantment,,+1,,,,,Other,,Owlcat+,fd740ea306b4aff479367e20ac026e84
HelmOfBattleAlertnessEnchReflection,,+1,,,,,Other,,Owlcat+,8cdb52dd077d78c42b3e08fecdda8ae9
HelmOfDevotionEnchantment,,+1,,,,,Other,,Owlcat+,349eb7858a614014eb679fecb8b603ec
HelmOfFearlessVanguardEnchantment,,+1,,,,,Other,,Owlcat+,1d9f34ceb5324655887579061279f766
HelmOfStaticDischargeEnchantment,,+1,,,,,Other,,Owlcat+,b8fdc127c724f7f4dacb32b053193986
HeraldOfPainEnchantment,,+1,2000,,,,Weapon,,Owlcat+,2559a443b0b1a1c46abd46c21dedee71
HerbalistCapeEcnhant,,+1,1000,,,,Armor,,Owlcat+,b634a816194535f468b2e3b1f1d6cad4
HerbalRingEnchantment,,+1,,,,,Other,,Owlcat+,bc5c63a3270c9f542b94c16f4a359347
HermitKnightBracersEnchant,,+1,,,,,Other,,Owlcat+,7809c392a9ced83469d6564ad21e6f37
HermitsCloakEnchantment,,+1,,,,,Other,,Owlcat+,08d99b1ce1179254ca9236a77a2601b2
HideArmorofAlertnessEnchantment,,+1,1000,,,,Armor,,Owlcat+,6a505c9b068656f4581c281dddbd6a5a
HideStandardEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat,78fee91390a74317bcde8ce932db8513
HodagHideEnchant,,+1,1000,,,,Armor,,Owlcat+,15047de301294ed4db1abf8534af6398
HodosTorchEnchantment,,+1,,,,,Other,,Owlcat+,64a33e540b1f6a842b05307d2c2ddd42
HolemakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0ea5721a595243b9a9bcf1f84d459b8d
Holy,A holy weapon is imbued with holy power. This power makes the weapon good-aligned and thus bypasses the corresponding damage reduction. It deals an extra 2d6 points of damage against all creatures of evil alignment.,+2,2000,,,"Alignment, AdditionalDamage",Weapon,Weapon,TTRPG,28a9964d81fedae44bae3ca45710c140
HolyBlareEnchantment,,+1,2000,,,,Weapon,,Owlcat+,af27dd54a44424a4aa72f3ee976a38c6
HolyDevoteesWrathEnchantment,,+1,2000,,,,Weapon,,Owlcat+,34a029bf2af2cb146aaffd0bcbbf3f32
HolyKneePadsEnchantment,,+1,,,,,Other,,Owlcat+,5be69fc630d24c5787b5e1f79cd11507
HookedHammerOfDisciplineFirstEnchantment,,+1,2000,,,,Weapon,,Owlcat+,933588ab69d9ce443a50d0f340468a14
HookedHammerOfDisciplineSecondEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b2f335ebac234c147a2d5aa3f8ba5620
HopeCrusherEnchantment,,+1,2000,,,,Weapon,,Owlcat+,58a9830abcfb7b74492126fc52a8baf7
HowlingDoomEnchantment,,+1,2000,,,,Weapon,,Owlcat+,9bc97d3d48c14066af81851f15c4fcdb
HumanbaneMorningstar2Enchant,"A bane weapon excels against certain foes. Against a designated foe, the weapon's enhancement bonus is +2 better than its actual bonus. It also deals an extra 2d6 points of damage against such foes.",+1,2000,,,"Bane, AdditionalDamage, HitChance",Weapon,Weapon,Owlcat,c4918d4b7c3e2bb40a4e73d8ea45bd88
HumilityKamaCon2,,+1,2000,,,,Weapon,,Owlcat+,afc49d8ffad146143960086f3b6b111f
HundredPocktesEnchant,This armor grants its wearer a +5 competence bonus to Trickery skill checks.,+1,1000,,,Skill,Armor,Armor,Owlcat+,710c2a979241a5a4d846b3d6232190fb
HuntersAssuranceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8a2b34ea179e1e040b3cd0e6a4e942b6
HuntersBlessingLongbowDex2,,+1,2000,,,,Weapon,,Owlcat+,69647d64b3ad34f46929e79500be9cb7
Ice2d6,"Freezing weapon is sheathed in a terrible, icy cold that deals an extra 2d6 points of cold damage on a successful hit.",+2,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,00049f6046b20394091b29702c6e9617
IceBody,,+1,2000,,,,Weapon,,Owlcat+,423579db10309a14fbb1a76b2ce773d5
IceBreakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,74d3b20e6b0a4504fb6bb39aed40c693
IceKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,320f11b27e4a4234c83bd18ad9c0f018
IcyBurst,"An icy burst weapon functions as a frost weapon that also explodes with frost upon striking a successful critical hit. The frost does not harm the wielder. In addition to the extra damage from the frost ability, an icy burst weapon deals an extra 1d10 points of cold damage on a successful critical hit. If the weapon's critical multiplier is ×3, add an extra 2d10 points of cold damage instead, and if the multiplier is ×4, add an extra 3d10 points.",+2,2000,,,"AdditionalDamage, Elemental, Critical",Weapon,Weapon,TTRPG,564a6924b246d254c920a7c44bf2a58b
IgnitingEnchantment,An igniting weapon functions as a flaming weapon that also causes the target to catch fire upon striking it with a successful critical hit. The target have to pass Fortitude saving throw (DC 20) or suffer 1d6 fire damage each round and can make a save each round on its turn to put out the fire.,+1,2000,,,"AdditionalDamage, Elemental, Critical, StatusAndCC",Weapon,Weapon,TTRPG,cd344d5e4cdd8254e97943b2dd358ce5
IgnitionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,caba1e469267a9e428f72e9e10796b84
ImpalerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,a70838190b8751e4c93f5c410d8ca356
ImpassableGuardEnchantment,,+1,,,,,Other,,Owlcat+,02700b211af64db586b86642d9543d55
ImpendingDemiseEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0b6a0abc29774cffb56170d0f3ae2f8b
ImpendingEclipseEnchantment,,+1,1000,,,,Armor,,Owlcat+,08e07a3e7b834418b476fdf057bce0a9
ImprovedCriticalMultiplerEnchantment,Increases weapon's critical multiplier by one.,+1,2000,,,Critical,Weapon,Weapon,Owlcat+,57b51dd8f352e99409dee709669e164f
IncorporealACEquipment1,,+1,1000,,,,Other,,Owlcat+,d1420feff4707244fb10d46ef3eb2a5c
IncorporealACEquipment2,,+2,1000,,,,Other,,Owlcat+,2d17a99cd3a73c14e9f821b77131d710
IncorporealACEquipment3,,+3,1000,,,,Other,,Owlcat+,038186a064f461644bcf1c94086c724a
IncorporealACEquipment4,,+4,1000,,,,Other,,Owlcat+,81d89e6d46b262a46b40670ca84a1a67
IncorporealACEquipment5,,+5,1000,,,,Other,,Owlcat+,261b2a837951ff949bb51c0ae3c818ea
IncorporealACEquipment6,,+6,1000,,,,Other,,Owlcat+,512b18c5ea7655a419feb9cb1f7c8e26
IncorporealACEquipment7,,+7,1000,,,,Other,,Owlcat+,30f1ab1aec26afa43a23604b5a412f6b
IncorporealACEquipment8,,+8,1000,,,,Other,,Owlcat+,3c01fdc61d0564f46a994098af5df186
IncorporealACEquipment9,,+9,1000,,,,Other,,Owlcat+,c765a713b6374b1d857d4b8c563ee2a9
IncorruptibleHeartShieldEnchantment,,+1,,,,,Other,,Owlcat+,62657cd2723e8474ba94a5cc94f0d2ed
IndomitablePunisherEnchantment,,+1,2000,,,,Weapon,,Owlcat+,aae2af9b06b5469c814473a7dd2014e0
InfernalBondRingEnchant,,+1,,,,,Other,,Owlcat+,3dbc31019a444944ea587e756c4f40a7
InfernalCordGreaterEnchant,,+1,,,,,Other,,Owlcat+,25bbca4dfe08eb046b9f43aa2bbfce24
InquisitorCapEnchantment,,+1,,,,,Other,,Owlcat+,ca1e614a15b6da74bb161338c88b1b0f
InsomniacBladeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8cae995f6c1ce734ea0d4d7c14dc959c
Intelligence1,Give +1 enhancement bonus to Intelligence,+1,1000,,,,Other,Headband,TTRPG,4bfbb875cfc641f4aa9c01a9cebe8c01
Intelligence2,Give +2 enhancement bonus to Intelligence,+2,1000,,,,Other,Headband,TTRPG,0f157adfc02708441b02725a24e8eb71
Intelligence3,Give +3 enhancement bonus to Intelligence,+3,1000,,,,Other,Headband,TTRPG,93c209fc83df6cd4a8fdbddab1e175c9
Intelligence4,Give +4 enhancement bonus to Intelligence,+4,1000,,,,Other,Headband,TTRPG,4a235cbdeebd2524681870153bab3cba
Intelligence5,Give +5 enhancement bonus to Intelligence,+5,1000,,,,Other,Headband,TTRPG,483f82060900b8f4e8f7860a75036da7
Intelligence6,Give +6 enhancement bonus to Intelligence,+6,1000,,,,Other,Headband,TTRPG,82ad1b6eeb2be3f4a901d8e685a669a7
Intelligence7,Give +7 enhancement bonus to Intelligence,+7,1000,,TRUE,,Other,Headband,TTRPG,32f19f53f92c39f40a4216eb572b8e6e
Intelligence8,Give +8 enhancement bonus to Intelligence,+8,1000,,TRUE,,Other,Headband,TTRPG,bc66f5712a147874aaac6b397b83f874
Intelligence9,Give +9 enhancement bonus to Intelligence,+9,1000,,TRUE,,Other,Headband,TTRPG,f593b081748918c4e88cb4263b34f4a0
InterceptorEnchantment,,+1,2000,,,,Weapon,,Owlcat+,2352d162e23217649bca4e1002aaa476
Intimidate5,,+5,333,,,,Armor,,Owlcat+,a1ad4af019700ba489b372921b3f60fc
JaethalQ3_ringRewardEnchantment,,+1,,,,,Other,,Owlcat+,95f5f41890fe5af4fbc8b3151053631f
JagannathKhandaBeguiling,The wielder of this weapon gets a +4 bonus to Persuasion skill checks.,+1,2000,,,Skill,Weapon,Weapon,Owlcat+,ae8fa09aa9a11114594915a4120f4ab5
JagannathKhandaDamageReductionEnchant,The wielder of this weapon gets DR 5/piercing.,+1,2000,,,"Defensive, DR",Weapon,Weapon,Owlcat+,01cfd260209e1904082829ec12ea5aa9
JagannathKhandaMindAffectingEnchant,The wielder of this weapon gets a +8 bonus on saving throws against mind-affecting effects.,+1,2000,,,Defensive,Weapon,Weapon,Owlcat+,b521c08e57d60344885eb46c915c7b8d
JagannathKhandaPoisonEnchant,Creatures hit by the Khanda must succeed at a DC 17 Fortitude saving throw or be affected by poison for 6 rounds. Poison deals 1d2 Wisdom damage and dazes a target for 1 round.,+1,2000,,,StatusAndCC,Weapon,Weapon,Owlcat+,ff83ca13c3d633446a2b031ee3ffc557
JaggedClawEnchantment,,+1,2000,,,,Weapon,,Owlcat+,79c0791367194232b1898310e3cf69e2
JawsOfTheJackalEnchantment,,+1,,,,,Other,,Owlcat+,76fcee01fb701b34d9951825a121f7a9
JesterCapEnchantment,,+1,,,,,Other,,Owlcat+,2fde880dca774b6a919b191863d9b4f9
JestersVestEnchant,,+1,1000,,,,Armor,,Owlcat+,f45fb8d7f8acc0e4ba8380ac66707597
JinxEnchantment,,+1,2000,,,,Weapon,,Owlcat+,bd25c2459871281428593cf57f8b43b3
JoCat_ShirtEnchantment,,+1,1000,,,,Armor,,Owlcat+,b408f973e4a04a5ba8dda7fd045f1a6f
JokeOfFateEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4e8df6596bcb2634d935312dffb82359
JokeOfNatureArrowsQuiverEnchantment,The owner of this quiver can use it to shoot 20 units of ammunition. This ammunition deals additional 1d6+5 piercing damage and on a confirmed critical hit transforms the enemy into a pony for 1 round.,+1,2000,,,"StatusAndCC, AdditionalDamage, Critical",Weapon,Other,Owlcat+,3eee945a1954548438ac5ccf11cc46e6
JudgementOfRuleEnchantment,,+1,2000,,,,Weapon,,Owlcat+,74a8dc2f9ce6ced4fa211c20fa4def32
Keen,Ability doubles the threat range of a weapon. This benefit doesn't stack with any other effects that expand the threat range of a weapon.,+1,2000,,,Critical,Weapon,Weapon,TTRPG,102a9c8c9b7a75e4fb5844e79deaf4c0
KillingPaceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,aafa0428b1684712a16202e0b163380e
KillingPaceEnchantmentNew,,+1,2000,,,,Weapon,,Owlcat+,01fe8f08c6e246f28fae2f5da908ceb5
KineticDiademEnchant,,+1,,,,,Other,,Owlcat+,5cf451bc1d6ed8d43b32dc12e3a79ef1
KineticDiademEnchantNew,,+1,,,,,Other,,Owlcat+,4e6a1c6ae7c545bd8a83d3e6279d3d92
KineticDiademGreaterEnchant,,+1,,,,,Other,,Owlcat+,6bd1237c65230cc4a8a1f1cc658f4473
KineticDiademGreaterEnchantNew,,+1,,,,,Other,,Owlcat+,307dde7d230347b285b383eca0931c94
KineticDiademLesserEnchant,,+1,,,,,Other,,Owlcat+,b7f90919facc376498266892c33cf2ec
KingCrownEnchant,,+1,,,,,Other,,Owlcat+,47ffb4527a82d99409266cfef0f7bd34
KingsHeartEnchant,,+1,1000,,,,Armor,,Owlcat+,35c2191e8fb0e1749b79fdb5a4b5e5ed
KissOfVampireEnchantment,,+1,2000,,,,Weapon,,Owlcat+,67bc5a6205dc3c2429bad2a038c61b95
KnightsEmblemEmeraldBeltEnchantment,,+1,,,,,Other,,Owlcat+,aa214fb9962d4ea7a696e37b9cafd3e5
KnightsEmblemEmeraldChainmailEnchantment,,+1,1000,,,,Armor,,Owlcat+,5bc26eacb8acd6840b0c5818d8bebc8c
KnightsEmblemEmeraldShortswordEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ba1a3606daff2c3439e31a14c8bda4fe
KnightsEmblemSunsetBeltEnchantment,,+1,,,,,Other,,Owlcat+,9fdfc019b1f9463eb19ae58c539f1679
KnightsEmblemSunsetChainmailEnchantment,,+1,1000,,,,Armor,,Owlcat+,024746258f526d649850fba4677f3824
KnightsEmblemSunsetShortswordEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b037d9a3db3748b49bdfccaddae7cc69
KnightsHelmetEnchant,,+1,,,,,Other,,Owlcat+,19a661d75d35a2949a2ac5acfaae2e02
LamashtuFalchionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0aae01100a77fec478cbc55923aee84f
LannRosaryEnchantment,,+1,,,,,Other,,Owlcat+,d173dc4eaf664070baa12dd95eb2d0e3
LawbringerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ccdcbc9b853fe2147adc281d12f0c2c4
LawfulAligned,A lawful-aligned weapon can bypass the DR of certain creatures.,+1,2000,,,"Alignment, DR",Weapon,Weapon,Owlcat,76c7f6e9f0618a64fa21905687e36133
LeatherArmorOfUsefulPocketsEnchantment,,+1,1000,,,,Armor,,Owlcat+,6d780a408ab56c345bda62fe5f60657f
LeatherMantleOfNightEnchantment,,+1,1000,,,,Armor,,Owlcat+,99684aba03bdc034b8de5a5afa2ca44e
LeatherMantleOfNightEnchantmentNew,,+1,1000,,,,Armor,,Owlcat+,b504bf32abc44e1ba2e095a83296db33
LeatherStandardEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat+,ee8c8ec986eb42f6aad896370b30bdd4
LegendEnchantment,,+1,2000,,,,Weapon,,Owlcat+,75ab41a24b6edb54a96ed581ddb50047
LensesOfProlonguedGazeEnchantment,,+1,,,,,Other,,Owlcat+,14b990f085366b24da9999c221356edf
LesserSonicArrowsQuiverEnchantment,,+2,2000,,,,Weapon,,Owlcat+,625a415e45eb93746b5efcc3302b92b5
LethalConductorEnchantment,,+3,2000,,,,Weapon,,Owlcat+,77b4aea38f4bb874396d6c6c2cc9c4cf
LeviathanSkinRobeMaximizeSpellEnchant,,+1,1000,,,,Armor,,Owlcat+,7a1861a6cf6291c4fa3d2fbaa25f3ca9
LibrariansCloakEnchantment,,+1,,,,,Other,,Owlcat+,e5b91c171f0c0754f986fe74c2d8e274
LifebaneEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0f5c91150588bc34193d02333a5ceb85
LifeDelivererEnchantment,,+1,2000,,,,Weapon,,Owlcat+,9c9f4645812e4dad97ad4ac1633328bb
LifeInfuserEnchantment,,+1,,,,,Other,,Owlcat+,55847ac21fc24cd29da72d027bcbe481
LifeInfuserEnchantmentStrength,,+1,,,,,Other,,Owlcat+,4f3d0f9ef6864e49b9dfbbc9a7924b2d
LightCrossbowOfForceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ab8a55286a311f4439bbf6aac42030b9
LightenedHarnessEnchantment,,+1,1000,,,,Armor,,Owlcat+,a8411bbd68294e540972a2030943776f
LightHammerOfRighteousnessEnchantment,,+1,2000,,,,Weapon,,Owlcat+,dd78f3841a990c44cb8e8f9c4f615879
LightMaceOfSevereStrikeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ce3e362cd605acc42b6c7c2014560450
LightningArrowsQuiverEnchantment,,+3,2000,,,,Weapon,,Owlcat+,d0cab2c642c912245a5c35821db45d0e
LightningDuelistEnchant,,+1,2000,,,,Weapon,,Owlcat+,318f88ac537890647b67bf9d099e5509
LightShieldEnhancementRusty,Broken armor gives half as much AC as it usually would. Its armor check penalty is doubled.,0,,0,,"PenaltiesAndCursed, AC",Armor,Armor,Owlcat+,ee0909bbf49d4736b21aa06d8e31161d
LightShieldOfCursedAllegianceShieldEnchantment,,+1,,,,,Other,,Owlcat+,935e7e0df985c824d85d3d388611d7d1
LilituClawEdgeIncreasedEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7b91496aec56ec4479bd86b1ed304cf0
LilituTailBrandingEnchantment,,+1,2000,,,,Weapon,,Owlcat+,f8e64fbcff0d14a4a8f3b4122bb90c08
LinnormHideEnchant,,+1,1000,,,,Armor,,Owlcat+,d5fe1c47e0def5547a805fbf640a8682
LissomEnchantment,,+1,2000,,,,Weapon,,Owlcat+,f0c6dfdbb88afdf429da07534d7dc5db
LivingFlameEnchantment,,+1,,,,,Other,,Owlcat+,280fc4781b253a548bc52ccbd2fbcfbf
LivingFortressEnchantment,,+1,1000,,,,Armor,,Owlcat+,55998d5a87df43ef9ef85601b0501eef
LivingGrimoireHolyBookWeaponEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,1af8a1594a6d4dcdaf46f91a63d9a5fc
LivingRamEnchantment,,+1,1000,,,,Armor,,Owlcat+,32ada6d4c9592f840a99ec72354cb006
LizardTailEnchantment,,+1,,,,,Other,,Owlcat+,3435e6af4b927b64e83340b18244a2dd
LocketOfMagicMissileMasteryEnchant,,+1,,,,,Other,,Owlcat+,d06f906b0fbfcdb48aa1aab50cff532c
LocketOfPerfectCantripsEnchant,,+1,,,,,Other,,Owlcat+,79d2d56aab3a74c49a01474f92cb3952
LockpickersKitI_Enchantment,,+1,,,,,Other,,Owlcat+,335b9493d9e6ff640a1cc3fd86a556ff
LockpickersKitII_Enchantment,,+1,,,,,Other,,Owlcat+,01b237020d485c04abafddd593927e19
LockpickersKitIII_Enchantment,,+1,,,,,Other,,Owlcat+,c17ce83321fe9924998891bd190ab9b2
